FormName,FormFreq,Username,The people I work with have excellent knowledge of autism,"I feel that if a new person was to join the team and they disclosed they were autistic, they would be well supported and understood by others",I feel that the management of the team are constantly improving their knowledge about autism,It is easy to find information within the organisation about supporting autistic employees,There are established pathways for autistic people to seek advice and support for managing their daily work activities,The organisation has been proactive in making adjustments and providing autism awareness training for employees,I think the organisation performs better than other organisations in the sector in terms of quality of support for autistic employees,Date,ID
Autistica - Organisational Culture,30,30901982,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,30/06/2019,1370
Autistica - Organisational Culture,30,93085379,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/06/2019,1371
Autistica - Organisational Culture,30,77431644,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/06/2019,1372
Autistica - Organisational Culture,30,67013133,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/06/2019,1373
Autistica - Organisational Culture,30,13838301,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/06/2019,1374
Autistica - Organisational Culture,30,66718298,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/06/2019,1375
Autistica - Organisational Culture,30,24641611,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/06/2019,1376
Autistica - Organisational Culture,30,67388864,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/06/2019,1377
Autistica - Organisational Culture,30,25055544,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/06/2019,1378
Autistica - Organisational Culture,30,24503298,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/06/2019,1379
Autistica - Organisational Culture,30,43928283,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,30/06/2019,1380
Autistica - Organisational Culture,30,19630284,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/06/2019,1381
Autistica - Organisational Culture,30,87042105,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,30/06/2019,1382
Autistica - Organisational Culture,30,71593024,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/06/2019,1383
Autistica - Organisational Culture,30,31866214,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,30/06/2019,1384
Autistica - Organisational Culture,30,97162166,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/06/2019,1385
Autistica - Organisational Culture,30,41273901,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/06/2019,1386
Autistica - Organisational Culture,30,43440948,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/06/2019,1387
Autistica - Organisational Culture,30,77705205,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,30/06/2019,1388
Autistica - Organisational Culture,30,58358243,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,30/06/2019,1389
Autistica - Organisational Culture,30,47815963,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/06/2019,1390
Autistica - Organisational Culture,30,69828639,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,30/06/2019,1391
Autistica - Organisational Culture,30,38868666,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,30/06/2019,1392
Autistica - Organisational Culture,30,72888018,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/06/2019,1393
Autistica - Organisational Culture,30,43522829,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,30/06/2019,1394
Autistica - Organisational Culture,30,41811454,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,30/06/2019,1395
Autistica - Organisational Culture,30,40690745,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,30/06/2019,1396
Autistica - Organisational Culture,30,25057429,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,30/06/2019,1397
Autistica - Organisational Culture,30,39249976,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,30/06/2019,1398
Autistica - Organisational Culture,30,63410382,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,30/06/2019,1399
Autistica - Organisational Culture,30,61657100,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,30/06/2019,1400
Autistica - Organisational Culture,30,22222222,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,01/07/2019,1401
Autistica - Organisational Culture,30,11111111,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/07/2019,1402
Autistica - Organisational Culture,30,12077101,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/07/2019,1403
Autistica - Organisational Culture,30,38961843,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,01/07/2019,1404
Autistica - Organisational Culture,30,67611589,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1405
Autistica - Organisational Culture,30,32500162,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/07/2019,1406
Autistica - Organisational Culture,30,90705766,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1407
Autistica - Organisational Culture,30,46465154,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1408
Autistica - Organisational Culture,30,36480781,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,01/07/2019,1409
Autistica - Organisational Culture,30,86004302,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1410
Autistica - Organisational Culture,30,74046800,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1411
Autistica - Organisational Culture,30,67512682,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1412
Autistica - Organisational Culture,30,87436666,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/07/2019,1413
Autistica - Organisational Culture,30,28755653,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1414
Autistica - Organisational Culture,30,66722819,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,01/07/2019,1415
Autistica - Organisational Culture,30,65438804,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1416
Autistica - Organisational Culture,30,15938146,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1417
Autistica - Organisational Culture,30,37603401,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,01/07/2019,1418
Autistica - Organisational Culture,30,23337145,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1419
Autistica - Organisational Culture,30,99599196,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,01/07/2019,1420
Autistica - Organisational Culture,30,25718877,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/07/2019,1421
Autistica - Organisational Culture,30,97909632,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,01/07/2019,1422
Autistica - Organisational Culture,30,40268226,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/07/2019,1423
Autistica - Organisational Culture,30,63985686,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1424
Autistica - Organisational Culture,30,63237915,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1425
Autistica - Organisational Culture,30,50544037,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/07/2019,1426
Autistica - Organisational Culture,30,14286843,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1427
Autistica - Organisational Culture,30,53175760,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1428
Autistica - Organisational Culture,30,56361261,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/07/2019,1429
Autistica - Organisational Culture,30,66411825,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,01/07/2019,1430
Autistica - Organisational Culture,30,34060153,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,01/07/2019,1431
Autistica - Organisational Culture,30,11168511,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1432
Autistica - Organisational Culture,30,85920205,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/07/2019,1433
Autistica - Organisational Culture,30,83766303,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1434
Autistica - Organisational Culture,30,64793738,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1435
Autistica - Organisational Culture,30,59096037,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/07/2019,1436
Autistica - Organisational Culture,30,77773077,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1437
Autistica - Organisational Culture,30,47375033,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,01/07/2019,1438
Autistica - Organisational Culture,30,39847852,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/07/2019,1439
Autistica - Organisational Culture,30,68971632,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,01/07/2019,1440
Autistica - Organisational Culture,30,22090963,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1441
Autistica - Organisational Culture,30,60377624,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1442
Autistica - Organisational Culture,30,30738880,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1443
Autistica - Organisational Culture,30,86589369,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1444
Autistica - Organisational Culture,30,66155821,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/07/2019,1445
Autistica - Organisational Culture,30,61677296,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1446
Autistica - Organisational Culture,30,56419454,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1447
Autistica - Organisational Culture,30,86397034,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,01/07/2019,1448
Autistica - Organisational Culture,30,41455969,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1449
Autistica - Organisational Culture,30,23394144,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1450
Autistica - Organisational Culture,30,21326904,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1451
Autistica - Organisational Culture,30,44980497,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1452
Autistica - Organisational Culture,30,38982647,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,01/07/2019,1453
Autistica - Organisational Culture,30,80484260,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,01/07/2019,1454
Autistica - Organisational Culture,30,24052776,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,01/07/2019,1455
Autistica - Organisational Culture,30,70538701,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1456
Autistica - Organisational Culture,30,89804580,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1457
Autistica - Organisational Culture,30,17191527,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1458
Autistica - Organisational Culture,30,12248148,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,01/07/2019,1459
Autistica - Organisational Culture,30,14567809,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1460
Autistica - Organisational Culture,30,53779464,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1461
Autistica - Organisational Culture,30,97777931,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/07/2019,1462
Autistica - Organisational Culture,30,99713717,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,01/07/2019,1463
Autistica - Organisational Culture,30,93466703,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1464
Autistica - Organisational Culture,30,37419497,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/07/2019,1465
Autistica - Organisational Culture,30,35358065,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/07/2019,1466
Autistica - Organisational Culture,30,86131995,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1467
Autistica - Organisational Culture,30,57180656,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1468
Autistica - Organisational Culture,30,62929404,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,01/07/2019,1469
Autistica - Organisational Culture,30,30901982,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1470
Autistica - Organisational Culture,30,93085379,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1471
Autistica - Organisational Culture,30,77431644,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1472
Autistica - Organisational Culture,30,67013133,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1473
Autistica - Organisational Culture,30,13838301,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1474
Autistica - Organisational Culture,30,66718298,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1475
Autistica - Organisational Culture,30,24641611,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1476
Autistica - Organisational Culture,30,67388864,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/07/2019,1477
Autistica - Organisational Culture,30,25055544,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1478
Autistica - Organisational Culture,30,24503298,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1479
Autistica - Organisational Culture,30,43928283,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/07/2019,1480
Autistica - Organisational Culture,30,19630284,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1481
Autistica - Organisational Culture,30,87042105,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1482
Autistica - Organisational Culture,30,71593024,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1483
Autistica - Organisational Culture,30,31866214,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1484
Autistica - Organisational Culture,30,97162166,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1485
Autistica - Organisational Culture,30,41273901,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,01/07/2019,1486
Autistica - Organisational Culture,30,43440948,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,01/07/2019,1487
Autistica - Organisational Culture,30,77705205,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1488
Autistica - Organisational Culture,30,58358243,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1489
Autistica - Organisational Culture,30,47815963,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,01/07/2019,1490
Autistica - Organisational Culture,30,69828639,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,01/07/2019,1491
Autistica - Organisational Culture,30,38868666,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,01/07/2019,1492
Autistica - Organisational Culture,30,72888018,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,01/07/2019,1493
Autistica - Organisational Culture,30,43522829,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1494
Autistica - Organisational Culture,30,41811454,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1495
Autistica - Organisational Culture,30,40690745,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,01/07/2019,1496
Autistica - Organisational Culture,30,25057429,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1497
Autistica - Organisational Culture,30,39249976,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,01/07/2019,1498
Autistica - Organisational Culture,30,63410382,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,01/07/2019,1499
Autistica - Organisational Culture,30,61657100,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,01/07/2019,1500
Autistica - Organisational Culture,30,22222222,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1501
Autistica - Organisational Culture,30,11111111,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1502
Autistica - Organisational Culture,30,12077101,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1503
Autistica - Organisational Culture,30,38961843,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,10/07/2019,1504
Autistica - Organisational Culture,30,67611589,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,10/07/2019,1505
Autistica - Organisational Culture,30,32500162,Somewhat disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1506
Autistica - Organisational Culture,30,90705766,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1507
Autistica - Organisational Culture,30,46465154,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,10/07/2019,1508
Autistica - Organisational Culture,30,36480781,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1509
Autistica - Organisational Culture,30,86004302,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,10/07/2019,1510
Autistica - Organisational Culture,30,74046800,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,10/07/2019,1511
Autistica - Organisational Culture,30,67512682,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1512
Autistica - Organisational Culture,30,87436666,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,10/07/2019,1513
Autistica - Organisational Culture,30,28755653,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,10/07/2019,1514
Autistica - Organisational Culture,30,66722819,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1515
Autistica - Organisational Culture,30,65438804,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1516
Autistica - Organisational Culture,30,15938146,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,10/07/2019,1517
Autistica - Organisational Culture,30,37603401,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1518
Autistica - Organisational Culture,30,23337145,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1519
Autistica - Organisational Culture,30,99599196,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,10/07/2019,1520
Autistica - Organisational Culture,30,25718877,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1521
Autistica - Organisational Culture,30,97909632,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1522
Autistica - Organisational Culture,30,40268226,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1523
Autistica - Organisational Culture,30,63985686,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1524
Autistica - Organisational Culture,30,63237915,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,10/07/2019,1525
Autistica - Organisational Culture,30,50544037,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1526
Autistica - Organisational Culture,30,14286843,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,10/07/2019,1527
Autistica - Organisational Culture,30,53175760,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,10/07/2019,1528
Autistica - Organisational Culture,30,56361261,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1529
Autistica - Organisational Culture,30,66411825,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,10/07/2019,1530
Autistica - Organisational Culture,30,34060153,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,10/07/2019,1531
Autistica - Organisational Culture,30,11168511,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1532
Autistica - Organisational Culture,30,85920205,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1533
Autistica - Organisational Culture,30,83766303,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,10/07/2019,1534
Autistica - Organisational Culture,30,64793738,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,10/07/2019,1535
Autistica - Organisational Culture,30,59096037,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,10/07/2019,1536
